"title","avg_rating","rating_count","phone","website","address","area","city","category","images"
"Heavenly Desserts Manchester","4.8","8656","+44 161 546 7817","heavenlydesserts.co.uk","25 Wilmslow Rd, Rusholme, Manchester M14 5TB, United Kingdom","Manchester Rusholme","Manchester","Dessert restaurant","https://lh3.googleusercontent.com/p/AF1QipNvPlsxXnV9HQRD7Uq-yWzzkwfsRDX-SoaRcsWV=s4196-v1"
"Cafe Begum Manchester","4.2","1196","+44 161 989 6912","cafebegum.co.uk","109 Wilmslow Rd, Manchester M14 5AN, United Kingdom","Manchester Rusholme","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8uQhZRVJeM0B98M4QTUTKWDXkU1UHi_4a11hj1JawZ6yc_x7-L9Mz0LY7dTZsgf87jJ2aZ6HU6V0_CfeAQB8y2ERVLiXUbUggtlIhBLBj0jGP4m79Q8R6k6AsBBCPVy-BVygY=s4196-v1"
"Gaza Fried Chicken","5.0","9","+44 161 274 4441","gazafriedchicken.com","267 Upper Brook St, Manchester M13 0HR, United Kingdom","Manchester Rusholme","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-JgUJFwO67uZgMLe95BQ3hKJw-S100belR8D_N32oKDsUDq2hmH9rgZnCsfgJOZmjxp6g95h1t0cNQliKCg3Ntw-PSjkjMxCfnOQFdNctXURUvDTHm-AaejDMYO9kUK6G6mM58NbsIMNqm=s4196-v1"
"Alabama’s Fried Chicken","4.9","135","+44 161 881 2030","alabamasfriedchicken.co.uk","410 Wilbraham Rd, Manchester M21 0SD, United Kingdom","Manchester Withington","Manchester","Fried chicken takeaway","https://lh3.googleusercontent.com/p/AF1QipPD0tKn4CKQ9NDZooB5LpCW3I9CHto0lPxR6T4u=s4196-v1"
"Kabul Cuisine","3.8","4","+44 161 317 9036",,"9 Bury New Rd, Cheetham Hill, Manchester M8 8FW, United Kingdom","Manchester Central","Manchester","Takeout restaurant",
"Jin Ho","4.3","95","+44 161 881 6736",,"266 Upper Chorlton Rd, Firswood, Stretford, Manchester M16 0BN, United Kingdom","Stretford and Urmston","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9bW0gAr9RvBpctaWvaoOpHb9JPsiaFbkgUF21GBK5idMmVzB3dltddRbqFcHsFN6Gr9SCbQqN_Av90qf-zBVo1pk8PiRGjTY_Eu4PPgL0CRFsiS7oXJaaKeQ0Cae59anniDtOU=s4196-v1"
"Beech Inn Chorlton-Hardy","4.4","591","+44 161 862 9743","socialpubandkitchen.co.uk","72 Beech Rd, Chorlton-cum-Hardy, Manchester M21 9EG, United Kingdom","Manchester Withington","Manchester","Pub","https://lh3.googleusercontent.com/p/AF1QipOIEkSfK89FWh3Q2GCaDdpZX7uHsJUED6dSSxXB=s4196-v1"
"Stretford Canteen","4.9","219","+44 161 864 1911","stretfordcanteen.com","118 Chester Rd, Stretford, Manchester M32 9BH, United Kingdom","Stretford and Urmston","Manchester","Bistro","https://lh3.googleusercontent.com/p/AF1QipPp-90zUKTeKk-53xPecAfvGwWiQBW1BLuZIbRs=s4196-v1"
"Range Desserts Chorlton","3.8","324","+44 161 637 1620","rangedessert.com","50 York Ave, Manchester M16 0AR, United Kingdom","Manchester Rusholme","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipM1EZGDQInu-OLDfbMN2qcKCkZJM0dl_Anzdaxu=s4196-v1"
"Bar 4 eighty","4.3","19","+44 7948 625553",,"480 Wilbraham Rd, Chorlton-cum-Hardy, Manchester M21 9AS, United Kingdom","Manchester Withington","Manchester","Pub","https://lh3.googleusercontent.com/p/AF1QipP-cVZ3CmTPtpgI07DJ8x05LneGQRa_YYMNZUQ9=s4196-v1"
"PaPa Don","4.7","241","+44 7400 581564","papadonmcr.co.uk","2 Longford Rd, Stretford, Manchester M32 0HQ, United Kingdom","Stretford and Urmston","Manchester","Thai restaurant","https://lh3.googleusercontent.com/p/AF1QipPsWx6fXoxWHX7ipnA95zss3h8EgMooMG7E1A8g=s4196-v1"
"Turkman Grill","4.5","174","+44 161 209 8488",,"104 Withington Rd, Whalley Range, Manchester M16 8FA, United Kingdom","Manchester Rusholme","Manchester","Afghan restaurant","https://lh3.googleusercontent.com/p/AF1QipM4wkzHpaMuCl96SA0FIKYuLCqsssgAAoXQ5TF8=s4196-v1"
"Emilia's Della Roma","4.7","315","+44 161 283 3375",,"30 Davyhulme Rd E, Stretford, Manchester M32 0DW, United Kingdom","Stretford and Urmston","Manchester","Italian restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-XpICXK-TkBk9l-u1AemGNy-WRwzisVOTenTTRaM5TT8gl56qnTUpMxwgDC7toViofsEvidAIdGWxGgO9fHaVTWdVims6jjHxw1Fj3uJEs1_j2z0IQAKPjSBUHsfYXuBT_nUWO=s4196-v1"
"Grill Hut","3.9","188","+44 161 546 1122","grillhutmanchester.co.uk","260 Upper Chorlton Rd, Firswood, Stretford, Manchester M16 0BN, United Kingdom","Stretford and Urmston","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/p/AF1QipMvYV5NEBlRBV3sPPcxyDym-ivphEc2Vc8ogeMo=s4196-v1"
"Subway","4.0","196","+44 161 881 2060","restaurants.subway.com","454 Wilbraham Rd, Chorlton-cum-Hardy, Manchester M21 0AG, United Kingdom","Manchester Withington","Manchester","Sandwich shop","https://lh3.googleusercontent.com/p/AF1QipNbyqelvcC756KTtBtQnzZ9SQBpQ4dEReT8O92D=s4196-v1"
"Onda Pasta Bar","4.4","462",,"ondapastabar.com","Circle Square, 3 Symphony Park, Oxford Rd, Manchester M1 7FS, United Kingdom","Manchester Central","Manchester","Italian restaurant","https://lh3.googleusercontent.com/p/AF1QipMh30jC44Y1FFZ9INCuScLjjDK6FNoHm7COShgn=s4196-v1"
"Eddie Shepherd’s The Walled Gardens","5.0","1",,,"Whalley Range, Manchester M16 8SP, United Kingdom","Manchester Rusholme","Manchester","Vegetarian restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8aMZouoZFd_bQ30KM-_Bdg72Kx5SkKjsJDJgmt7dfnHOKSicrAIOBBGqiKvTnmo6xjizXdpn-jyhMTOJ1fsA6bqzZaH4aUzZELSfqY544ol_QzgkMA2Zr0SoWmScxHBie346UL=s4196-v1"
"Fell Bar Chorlton","4.7","127","+44 161 881 7724","fellbrewery.co.uk","518 Wilbraham Rd, Chorlton-cum-Hardy, Manchester M21 9AW, United Kingdom","Manchester Withington","Manchester","Bar","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-yng1OB_9GaQZ6yzRjNLwmIfg1B-6ZQUOxgYdxTN-MwIKyk1GRgTmV_-PdqZ0fJWcmM5bQsCTeBX_nowBnSbTtQcrOm_Dhed2uA8K5w2-8Kfe2RW925fuTZarcBNxGYn96NrJF=s4196-v1"
"North Bar : Circle Square","4.7","157","+44 161 470 5606","northbar.com","2 Symphony Square, Manchester M1 7FT, United Kingdom","Manchester Central","Manchester","Bar","https://lh3.googleusercontent.com/p/AF1QipNvfwWf_gEzaVXJKI8TOu6-UWFNDMit741p8y7c=s4196-v1"
"Giovannis - Italian Restaurant Manchester","3.9","2545","+44 161 228 2482","giovannis.co.uk","1, Peter House, Oxford St, Manchester M1 5AN, United Kingdom","Manchester Central","Manchester","Italian restaurant","https://lh3.googleusercontent.com/p/AF1QipNdXhOGWx2SV1HSVq-Wnf2XYYq9qwLOMYPNvgzC=s4196-v1"
"rapsa","5.0","1","+44 161 861 8991",,"400 Barlow Moor Rd, Chorlton-cum-Hardy, #87, Manchester M21 8AD, United Kingdom","Manchester Withington","Manchester","Restaurant",
"Tampopo Albert Square","4.6","1688","+44 161 819 1966","tampopo.co.uk","16 Albert Square, Manchester M2 5PF, United Kingdom","Manchester Central","Manchester","Pan-Asian restaurant","https://lh3.googleusercontent.com/p/AF1QipM74U9lh50ATFN_oL0Wp51aYg-qWK1XazmOhtEX=s4196-v1"
"Bird of Prey - Best Fried Chicken","4.7","1774","+44 161 523 8825","thebirdofprey.co.uk","49A Charles St, Manchester M1 7DF, United Kingdom","Manchester Central","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-c_A5oz4Xj5zsxamnKj9RqK1bKH51D6EqlbFVVmDl2mW5F5wlnsHmPq2oM7LSLK21wkoq0Di-c_aTBKsRzC53UCYhiES0cxQtiecVca9fqVJNA-Jg-4C1jeAwEO-eDVmy0ZaGD=s4196-v1"
"Federal Cafe Bar","4.5","327",,"federalcafe.co.uk","Unit B2 - 2, Circle Square, Oxford Rd, Manchester M1 7FS, United Kingdom","Manchester Central","Manchester","Coffee shop","https://lh3.googleusercontent.com/p/AF1QipPI5HY2BRBLV5YvffM_VJeGgBy2uiSqO6a27Bj3=s4196-v1"
"One Plus Chinese Restaurant","4.5","1188","+44 161 273 2888","oneplusrestaurant.co.uk","42 Charles St, Manchester M1 7DB, United Kingdom","Manchester Central","Manchester","Chinese restaurant","https://lh3.googleusercontent.com/p/AF1QipOoX3qDr6ncsVTCtSTZjC757ZFR7REt7qvNvBJd=s4196-v1"
"Bundobust Brewery","4.6","813","+44 161 511 8601","bundobust.com","Bundobust Brewery 61, 69 Oxford St, Manchester M1 6EQ, United Kingdom","Manchester Central","Manchester","Modern Indian restaurant","https://lh3.googleusercontent.com/p/AF1QipPYDFwkl8NRKkkb4He_cOt086rydUTKfsP08G9h=s4196-v1"
"Bagel Factory Oxford Road","4.2","30","+44 161 667 4503","bagelfactory.co.uk","No.1, Circle Square, 3 Oxford Rd, Symphony Park, Manchester M1 7FS, United Kingdom","Manchester Central","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/p/AF1QipNawqA-GYcQrgoIlTKUgJHhQAJgVs0-eVnZKbJn=s4196-v1"
"The Nook & Cranny",,,,,"535 Wilbraham Rd, Chorlton-cum-Hardy, Manchester M21 0UE, United Kingdom","Manchester Withington","Manchester","Restaurant",
"The Anthologist St Peter's Square","4.2","758","+44 161 667 0640","drakeandmorgan.co.uk","One St Peter's Sq, Manchester M2 3DE, United Kingdom","Manchester Central","Manchester","Cocktail bar","https://lh3.googleusercontent.com/p/AF1QipPjyCEDeaokJgB7HrNa-Xf3cLDBJZXEqomlBy-8=s4196-v1"
"Listo Burrito Manchester","4.6","1003","+44 7354 911244","listoburrito.com","St James's Bldg, 91-93 Oxford St, Manchester M1 6ET, United Kingdom","Manchester Central","Manchester","Burrito restaurant","https://lh3.googleusercontent.com/p/AF1QipMJY8ZJhL0C9bf5zqvu0h9eY5X9KKAkttoQPWGU=s4196-v1"
"Bouzouki By Night","4.4","444","+44 161 236 9282","bouzoukibynight.co.uk","88 Princess St, Manchester M1 6NG, United Kingdom","Manchester Central","Manchester","Greek restaurant","https://lh3.googleusercontent.com/p/AF1QipN-OfjY6srvarBI_pYbu_W3Rmkwo87oCXeKRx4C=s4196-v1"
"Hunan Restaurant","4.3","482","+44 161 236 8889","hunanrestaurant.co.uk","1st Floor, 19-21 George St, Manchester M1 4HE, United Kingdom","Manchester Central","Manchester","Chinese restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-IQs7oeJs9VaRh9xpyYokTkNflCeqgIACVBJagyA8u9QoldITCVNfiMFTO25wcIqFHxGDDAyRh1Kk0Q1n1Z0Q9PX8WfIi8rxmboN7lIWkaUTBSF4RO7De0YK_2kc5TmPyC1J4s=s4196-v1"
"Doug's Hamburgers","4.1","112",,"dougshamburgers.com","No.1, Circle Square, 3 Symphony Park, Manchester M1 7FS, United Kingdom","Manchester Central","Manchester","Hamburger restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9akaBs6fw0sPyqjaQ4W3yk9QxN28JbVc8BrChd7lC1qj84S-gHjtKfGcVjH3GSwNwFleCXtH2jXWtgQpJAZ4I3YF5j0bndI9uaXQEj5FHNNJhWeukUiqJv_B0pcU9muqduyPPJ=s4196-v1"
"Wing's Lincoln Square","4.2","326","+44 161 834 9000","wingslincolnsquare.co.uk","Heron House, 1 Lincoln Sq, Manchester M2 5LN, United Kingdom","Manchester Central","Manchester","Chinese restaurant","https://lh3.googleusercontent.com/p/AF1QipOc2-9cLQN-z9xAYvPRBHRkRLwcU9bTPSPk-mnB=s4196-v1"
"Detroit Slims - Oxford Road Manchester","4.6","109","+44 161 399 4145","detroitslims.com","Unit B2 1, Circle Square, Oxford Rd, Manchester M1 7FS, United Kingdom","Manchester Central","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipPD8vFI1H3lcIz9aan_ShtP8jR27Y8seHdf8YLO=s4196-v1"
"MEATWORKS","4.4","109",,,"15 Symphony Park, Manchester M1 7FS, United Kingdom","Manchester Central","Manchester","Steak house","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-0IDUFTqaChPVB58cxhB-zagTOb0nYeteQvBGUruBsnPVV1yQJKLxX1-4zUJYJx0LdRvgTcwo4o0vPTC3YS5hSu9Dk9o7xQpO-4UI174SAeFHKqGIKrqBWGMsmdUCMTiANYHOCQg=s4196-v1"
"Try Thai","4.4","3302","+44 161 228 1822","trythai.com","Upper Ground Floor, 52-54 Faulkner St, Manchester M1 4FH, United Kingdom","Manchester Central","Manchester","Thai restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_jEvfIxz0HBfR_laeLcrtTPdOxlO8_fR9KCKwfm4_9r20mwqWWR5JyyK-1oui3tQ-Oo_OrjBTcijrL80IYC0npYwHXeHJuaAUs4kC-TfWYJc5e6BCYU9_SnhgX-LGrEEHngtKkBw=s4196-v1"
"Yoki Korean Soul food @Society Manchester","4.4","41",,"instagram.com","100 Barbirolli Square, Unit 1, Basement, Manchester M2 3BD, United Kingdom","Manchester Central","Manchester","Korean restaurant","https://lh3.googleusercontent.com/p/AF1QipPg9TRBfdUnFM-eos-IgTbwr_KEushF5nkCyapY=s4196-v1"
"Delhi House Cafe","4.4","701","+44 161 834 3333","delhihousecafe.uk","Unit 10 Exchange Sq, Manchester M4 3TR, United Kingdom","Manchester Central","Manchester","Indian restaurant","https://lh3.googleusercontent.com/p/AF1QipMG0zQniRe-G0vgbQ_Li8MHwUBSfls4riVg3szl=s4196-v1"
"33 Oldham Street","4.4","318","+44 161 832 1299","33oldhamstreet.com","33 Oldham St, Manchester M1 1JG, United Kingdom","Manchester Central","Manchester","Cocktail bar","https://lh3.googleusercontent.com/p/AF1QipM2or-sgijYDZICkOIYy1TKSb8SaZx1wRwzXfTh=s4196-v1"
"KOKORO Manchester","3.5","157","+44 20 3410 0853","kokorouk.com","Unit R4, Manchester Arndale, Market St, Manchester M4 3AQ, United Kingdom","Manchester Central","Manchester","Asian restaurant","https://lh3.googleusercontent.com/p/AF1QipOTQKXL5b5X_LEsxea2f2P4hx5vPHDo1QdZKFK3=s4196-v1"
"Phetpailin","4.6","444","+44 161 228 6500","phetpailin.com","first floor, 46 George St, Manchester M1 4HF, United Kingdom","Manchester Central","Manchester","Thai restaurant","https://lh3.googleusercontent.com/p/AF1QipNugvLJqQeXDhwA9_C5ptRA7OTGiKKkrs3nMFoA=s4196-v1"
"Pret A Manger","4.3","499","+44 161 228 7965","pret.co.uk","34 Oxford St, Manchester M1 5EL, United Kingdom","Manchester Central","Manchester","Sandwich shop","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_3MQETJqM0qqFF0oYh4jUoOrgoc1atkH7DpNvFag4xWIxkVmiq3WlB97untDzft71mTQnjnIabC2qvV-P7X8M7wG4nLswROl3_MeVZtVTyAWSqVBgD9jNnN97F-imIWTcPVhc=s4196-v1"
"The Blues Kitchen","4.6","3373","+44 161 823 6343","theblueskitchen.com","13 Quay St, Manchester M3 3HN, United Kingdom","Manchester Central","Manchester","Bar","https://lh3.googleusercontent.com/p/AF1QipMyTUaq7CN-1LomAF5lUNMlnRGIsPQpmkIowkhC=s4196-v1"
"Franco Manca","4.4","1485","+44 161 710 0654","francomanca.co.uk","12-16 Mosley St, Manchester M2 3AQ, United Kingdom","Manchester Central","Manchester","Pizza restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8MPN0PkQRJPtJppkUPdp8nBkPkeH3bwWrwcEVI3MOKJLdChqLvh_tRWFSEUIbWIADtK4EsOtpIR8gWu2Gc7i_4IahqucORt5wuKPd_NjqS1PhoaGH4qXrmNvFxgCKM-z6tM8ZS=s4196-v1"
"McDonald's","3.7","5748","+44 161 236 2567","mcdonalds.com","36/38 Oxford St, Manchester M1 5EJ, United Kingdom","Manchester Central","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9EsIQFLHlpcpFKNxlIuZEF_1Mb1EExjqR97C8uAiGL77ZKrzJ26mQbjDjjSd6QQgJs5CdYkS3Ek217_bHGpWXrBdYaov4DZRG8TwKCeyni2wv4d0aZM1IQitP_keCehGcptgC8dA=s4196-v1"
"L'Antica Pizzeria da Michele","4.5","1956","+44 161 204 7068","anticapizzeriadamichele.co.uk","53 King St, Manchester M2 4LQ, United Kingdom","Manchester Central","Manchester","Pizza restaurant","https://lh3.googleusercontent.com/p/AF1QipPnVMdeLwTSFenDFPwmF1YmE_ncFdBsFh4TfYPQ=s4196-v1"
"Louis' Famous Street Food","4.4","26",,,"1LZ, Market St, Manchester, United Kingdom",,,"Hot dog stand","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_fWOBRX4zE923r2bpW05Lo86BM2PYkxpWkVSbsXyLeXwXn-cWsnWwKT_LdchkHWFQiue6ro1j2kcS8g97v87fnLpt3agO8PLHyWkNrxy71Q3cx_XebgfzYNRBmdwNzcmb-L2XN=s4196-v1"
"Nando's Manchester - Spinningfields","4.3","1111","+44 161 831 7252","nandos.co.uk","2 Hardman St, Manchester M3 3HF, United Kingdom","Manchester Central","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_7XQX9U2SlfFNsb31522ieSzf5slFs6SnSlzgB79xh3_FY3Q-rLkV_EDZjN8t95O2t_sPb699jjmdOQ6yyRV0VwViP7a1df3STIr0fr2erbAbDIDUvSicAtK671vN9zH1qcYmaxA=s4196-v1"
"Franco Manca King Street Manchester","4.5","457","+44 161 710 1883","francomanca.co.uk","37-43 King St, Manchester M2 7AT, United Kingdom","Manchester Central","Manchester","Pizza restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-UtiBQ3wA03iKyckMtvmBU_Hs74OYajr0uaTHuFv1oE29o95-X7EpL9gEl0QMLLtPdIJ5a9IMZ2SZPlgrIC2BfZSOU1D4FBs5-dSxXEpvk8R5Q1iJPFV4fYdLhx5jg1uiNEAN2dA=s4196-v1"
"Society","4.5","1214",,"societymanchester.com","Basement, 100 Barbirolli Square, Manchester M2 3BD, United Kingdom","Manchester Central","Manchester","Food court","https://lh3.googleusercontent.com/p/AF1QipNH4Bc8h02ZKvW5WCMJUKIEGeKHI4vMyuPBu8gB=s4196-v1"
"Red Chilli","4.2","532","+44 161 236 2888","linktr.ee","70-72 Portland St, Manchester M1 4GU, United Kingdom","Manchester Central","Manchester","Chinese restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB82MTQ1iE0XmkyV9u39EAwvEUzGaAnLgcCPw5RhdOQ-MA70QdXU55mOoa7wFCwacwVa1T2WALqgLZq_ECA5sHLSs39VcNhG8qoiPyFU_mxX2Mkek7TEfeALeABpRrhWixD3LTaQKmvIJxHy=s4196-v1"
"Slap & Pickle Burgers - Society Manchester","4.0","126",,"slapandpickle.co.uk","Unit 5 - Society, 100 Barbirolli Square, Manchester M2 3BD, United Kingdom","Manchester Central","Manchester","Hamburger restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9Ds4Xku2b8LaYkT5oUmP6QWLi75ScJsfuLIk4xly4QWpLFwFHjDfU2R96GHswUdmxsPVVgqH_6WHcAuK3eNjg9lW3v-yJzV8IML6BHP8x-eaVVIXeNbVIeNcJIPlLYWcTJ2e_k=s4196-v1"
"AKA SUSHI Manchester","4.2","244","+44 161 529 1666","akasushi.co.uk","St James Tower, 7 Charlotte St, Manchester M1 4DZ, United Kingdom","Manchester Central","Manchester","Sushi restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8MZx7gJEZGjNviDbZ6p9QnXojUcjyLYCoC82eP_nRy-FKCEBK8ny1daeOoJ2NX2LgMMi1-w9d_IEAo7KG9NX5F_hwKCgzp1TfsruVc7qw6GjdY78P_FvWVQDZHrUwS1GlGlkAY=s4196-v1"
"The Grasshopper place","4.3","152","+44 161 223 3261","thegrasshopperplace.com","564 Ashton New Rd, Clayton, Manchester M11 4RP, United Kingdom","Manchester Central","Manchester","West African restaurant","https://lh3.googleusercontent.com/p/AF1QipMXWEz3QpCb5dpgYaZlI0bnpxx5vR4yjLXclbhX=s4196-v1"
"Pizza Express","4.2","591","+44 161 834 6130","pizzaexpress.com","Unit 3A, The Corn Exchange, Exchange Sq, Manchester M4 3TR, United Kingdom","Manchester Central","Manchester","Pizza restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8pzY64e3dp1jLDE73tK-iuMuP3DYJ5AIHaolMOw2LiyBRFiLFFEecACZMFQclVzbO1eoR5RskgoIePwSgpnDp4TNgdfKNdi9CO55-eX27PMrEcAVov__CgIQrLHnBqsauYYxuP0Q=s4196-v1"
"Chai Latte","4.2","682","+44 161 222 7919",,"1-3 Stevenson Square, Manchester M1 1DN, United Kingdom","Manchester Central","Manchester","Cafe","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-ZDTCFifWYu6J4ls0-GdVOrDjelQAesn3ktzmxyzi4gcys8ZEI3_z0Z6scZ7eGDnvh8VBbMj7WGF37EO7i0cFTr6DF4EdM3-eohTMfUuwTL7h0MwcObOBPuG2OJuQ0Q77w3YKMqA=s4196-v1"
"Lameizi Restaurant & Supermarket 辣妹子","3.5","166","+44 161 228 0668","lameizimcr.com","City Centre, Chester St, Manchester M1 5QS, United Kingdom","Manchester Central","Manchester","Chinese restaurant","https://lh3.googleusercontent.com/p/AF1QipOn7M-m1JbXBNeqcehM2lPbWwQ1WfGOqqVCKUo=s4196-v1"
"Crazy Pedro's Bridge Street","4.3","2059","+44 161 359 3000","crazypedros.co.uk","55-57 Bridge St, Manchester M3 3BQ, United Kingdom","Manchester Central","Manchester","Pizza restaurant","https://lh3.googleusercontent.com/p/AF1QipO9OXgDt7ua-18FD0oyInGRfxXcliYGzA_0QCS5=s4196-v1"
"BrewDog Manchester Peter Street","4.4","3347","+44 161 467 1998","drink.brewdog.com","35 Peter St, Manchester M2 5BG, United Kingdom","Manchester Central","Manchester","Bar","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8X2412oT7ibon4oTLi0YwOJ3cQaaj3jXtdNL0HfqWvXaS-Ixdr5qnN4IdbdVaGyFUlgxqCpdMTH4O28tAj_JnGeWTu3j-8mR5EVgFXpyYix-HdjqPNnh4ROwVeDXKhlirnKT0Y=s4196-v1"
"Clayton Hotel Manchester City Centre","4.4","1339","+44 161 433 7580","ad.doubleclick.net","55 Portland St, Greater, Manchester M1 3HP, United Kingdom","Manchester Central","Manchester",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhFXGs6jYjvZWWmwv9s7WPtyA28vw2kTyNLs9Kp52YjGWF3dS7KEXhqFcg9-HyY7Zv62mUI6fUZOZxr6u25HWLPm2__TMBUx4LquhrQo5Y5D0vIZoe-2IP6F1qufp7djBI5WBjGP08-nIpr8ijHJ2UNrrs9oiCA4Y_QOP4FvYni0LqfZolu6-VK0-Q=s4196-v1"
"No:55 Restaurant and Bar","3.5","15","+44 161 433 7580","claytonhotelmanchestercitycentre.com","55 Portland St, Greater, Manchester M1 3HP, United Kingdom","Manchester Central","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8ll6vd5GkqrTcRhGZEzR2xV-028rgX7IEfj5FymCdGx18b86cogr9b-pHwy78le-WyE3zVg4fmHvow-OSbFhsz5rsLApp72qBEKO0329oZtu-OMGBRI3YLCznh7Pw4jiSLLsI=s4196-v1"
"Biggy's","3.8","191","+44 161 223 7947",,"575 Ashton New Rd, Clayton, Manchester M11 4EA, United Kingdom","Manchester Central","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9R6puJyPtKNp4_SboIFKaePK2nUhzK9udjUBmltzn7hm-CgLt0rY7vb1l4wh2JI9T4EdGk1CJgVHxJ6JOghBu2DXzXdf9KIW26sFY5PkcG_merwTYDDYfWGl8Q8ZHLbQo0OBhj=s4196-v1"
"Chick Inn","4.3","175","+44 161 223 3366","chick-inn.co.uk","582 Ashton New Rd, Clayton, Manchester M11 4SG, United Kingdom","Manchester Central","Manchester","Fried chicken takeaway","https://lh3.googleusercontent.com/p/AF1QipPqDSani_ZAaKQHw5w4_BUAGYPCe_IfyqiqPcSG=s4196-v1"
"Spicy Mango","3.9","109","+44 161 223 1519","spicy-mangoonline.com","575 Ashton New Rd, Clayton, Manchester M11 4EA, United Kingdom","Manchester Central","Manchester","Indian takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9TAyDXOMK-_XOSxeJ9qHdYiWytcGcZVoHTxtT33y2VchV_gSpDbF0jqmKV6Fc_bHzBX2h6WSPfgOn_-dHeUn9f9nVk6-WAczQkVVOrId7dbqj6-CiCa8tZGIfuZQI-V-V1boyYVw=s4196-v1"
"Meat Me Here","4.2","84","+44 161 230 6140","meatmehereonline.co.uk","Ground Floor, 589 Ashton New Rd, Clayton, Manchester M11 4EA, United Kingdom","Manchester Central","Manchester","Hamburger restaurant","https://lh3.googleusercontent.com/p/AF1QipOmmsT-Gxko4Fy0KcdnlQNqGcATGwUYSl3hUfxh=s4196-v1"
"Strawberry Duck","4.5","449","+44 7931 170307","m.facebook.com","Strawberry Duck, 76 Crabtree Ln, Manchester M11 4GU, United Kingdom","Manchester Central","Manchester","Pub","https://lh3.googleusercontent.com/p/AF1QipNryqfMzcou7_2h8uY8gyhofCIJg_oc9Wje9vEd=s4196-v1"
"Mums cafe","4.0","135","+44 161 637 8088",,"Ashton New Rd, Clayton, Manchester M11 4QJ, United Kingdom","Manchester Central","Manchester","Cafe","https://lh3.googleusercontent.com/p/AF1QipOWG3uRoEcNhuH-BDhzdX0CEx5CKoHjxTn2jffq=s4196-v1"
"B&J Caribbean","4.8","6","+44 161 511 9806","bandjcaribbean.co.uk","575 Ashton New Rd, Clayton, Manchester M11 4EA, United Kingdom","Manchester Central","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/p/AF1QipN7HWDRFBMHXeQw6_65P6GnBAFs_TusZWscZG0L=s4196-v1"
"Hawkins","3.5","164","+44 161 231 7995","hawkinspizzaclayton.com","584 Ashton New Rd, Clayton, Manchester M11 4SG, United Kingdom","Manchester Central","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-k7sNrQvZ-92VDm-pSMu8sByOYABPWxfvfEMH5p5dEamqV1SyXiQbR3E7yVmcsOr_3VSbcwd9QKRYkw6g3NEFJb1Hzh0Fqk1X6sU0OEIsCuVs_V9edzE379chNk28-yhemQh6K=s4196-v1"
"The Haddon Hall","3.9","858","+44 161 371 5614","sizzlingpubs.co.uk","Haddon Hall Rd, Droylsden, Manchester M43 6LB, United Kingdom","Ashton-under-Lyne","Manchester","Bar & grill","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9zSc1zoDAyGuk62eNKgt1CHkfmm5405MaayFCkO7def5dPUo1QKGqhvcQ6kPsKXQUkm3vqeeYzQn32szzMAQEqohvyKIRdHXCv-OUJu7PiaMCinEZs7zVyHI_Qh6PSE1USWhBAtw=s4196-v1"
